svm,"{'Maximum_duration_of_Visit': 0.13069767441860464, 'Number_of_Visits_per_character': 0.0972093023255814, 'Time_to_entry_saccade': 0.0823255813953488, 'Number_of_regression': 0.09627906976744185, 'extra_difficult_kanzi_words': 0.004651162790697638, 'Percentage_of_regular_difficulty_kanzi_words': 0.06325581395348837, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.08372093023255814, 'Cossim_model6': 0.10325581395348835, 'Norm_model6': 0.07860465116279067}",2025-02-15_18-43-15
knn,"{'Maximum_duration_of_Visit': 0.02976744186046514, 'Number_of_Visits_per_character': -0.0013953488372093093, 'Time_to_entry_saccade': -0.006046511627906992, 'Number_of_regression': -0.0065116279069767245, 'extra_difficult_kanzi_words': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzi_words': 0.00046511627906975495, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.008837209302325589, 'Cossim_model6': 0.0018604651162790864, 'Norm_model6': -0.007441860465116279}",2025-02-15_18-43-15
mlp,"{'Maximum_duration_of_Visit': 0.14465116279069767, 'Number_of_Visits_per_character': 0.0958139534883721, 'Time_to_entry_saccade': 0.09023255813953487, 'Number_of_regression': 0.10093023255813952, 'extra_difficult_kanzi_words': 0.004186046511627928, 'Percentage_of_regular_difficulty_kanzi_words': 0.07627906976744185, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.11023255813953489, 'Cossim_model6': 0.1213953488372093, 'Norm_model6': 0.09813953488372093}",2025-02-15_18-43-15
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_18-43-15
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.004651162790697638, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0037209302325581506, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_18-45-12
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-45-12
gb,"{'Maximum_duration_of_Visit': 0.08558139534883721, 'Number_of_Visits_per_character': 0.06325581395348838, 'Time_to_entry_saccade': 0.03162790697674418, 'Number_of_regression': 0.005581395348837237, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.005581395348837237, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.018139534883720953, 'Cossim_model6': 0.06325581395348838, 'Norm_model6': 0.0832558139534884}",2025-02-15_18-45-12
svm,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-45-12
knn,"{'Maximum_duration_of_Visit': 0.010697674418604674, 'Number_of_Visits_per_character': 2.2204460492503132e-17, 'Time_to_entry_saccade': -0.0018604651162790864, 'Number_of_regression': -0.0013953488372093093, 'extra_difficult_kanzi_words': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzi_words': 0.004186046511627928, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.010232558139534876, 'Cossim_model6': -0.006511627906976769, 'Norm_model6': -0.007441860465116279}",2025-02-15_18-45-12
mlp,"{'Maximum_duration_of_Visit': 0.06837209302325578, 'Number_of_Visits_per_character': 0.018604651162790663, 'Time_to_entry_saccade': 0.013023255813953449, 'Number_of_regression': 0.008837209302325543, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.006046511627906925, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.017674418604651153, 'Cossim_model6': 0.005116279069767415, 'Norm_model6': 0.018604651162790642}",2025-02-15_18-45-12
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_18-45-12
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0041860465116279055, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': -2.2204460492503132e-17, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_18-46-55
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-46-55
gb,"{'Maximum_duration_of_Visit': 0.09720930232558134, 'Number_of_Visits_per_character': 0.061395348837209276, 'Time_to_entry_saccade': 0.053953488372092996, 'Number_of_regression': 0.011162790697674407, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.019999999999999973, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.015348837209302291, 'Cossim_model6': 0.0581395348837209, 'Norm_model6': 0.05860465116279068}",2025-02-15_18-46-55
svm,"{'Maximum_duration_of_Visit': 0.1325581395348837, 'Number_of_Visits_per_character': 0.086046511627907, 'Time_to_entry_saccade': 0.12651162790697676, 'Number_of_regression': 0.1344186046511628, 'extra_difficult_kanzi_words': 0.010232558139534876, 'Percentage_of_regular_difficulty_kanzi_words': 0.08558139534883721, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.12232558139534881, 'Cossim_model6': 0.11906976744186046, 'Norm_model6': 0.10604651162790699}",2025-02-15_18-46-55
knn,"{'Maximum_duration_of_Visit': 0.020465116279069818, 'Number_of_Visits_per_character': 0.006976744186046524, 'Time_to_entry_saccade': -0.0023255813953487747, 'Number_of_regression': -0.0046511627906976605, 'extra_difficult_kanzi_words': 0.0013953488372093314, 'Percentage_of_regular_difficulty_kanzi_words': 0.006511627906976791, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.0013953488372092648, 'Cossim_model6': -0.004186046511627861, 'Norm_model6': 2.2204460492503132e-17}",2025-02-15_18-46-55
mlp,"{'Maximum_duration_of_Visit': 0.06186046511627905, 'Number_of_Visits_per_character': 0.0167441860465116, 'Time_to_entry_saccade': 0.015348837209302291, 'Number_of_regression': 0.0004651162790697327, 'extra_difficult_kanzi_words': 0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzi_words': 0.0013953488372092648, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.010232558139534808, 'Cossim_model6': 0.002790697674418574, 'Norm_model6': 0.015813953488372067}",2025-02-15_18-46-55
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_18-46-55
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.0041860465116279055, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': -2.2204460492503132e-17, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_18-48-29
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-48-29
gb,"{'Maximum_duration_of_Visit': 0.07162790697674423, 'Number_of_Visits_per_character': 0.052093023255813976, 'Time_to_entry_saccade': 0.03674418604651166, 'Number_of_regression': 0.0041860465116279055, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0013953488372093093, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.012093023255813984, 'Cossim_model6': 0.06465116279069769, 'Norm_model6': 0.06325581395348841}",2025-02-15_18-48-29
svm,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-48-29
knn,"{'Maximum_duration_of_Visit': 0.013953488372093004, 'Number_of_Visits_per_character': -0.007441860465116301, 'Time_to_entry_saccade': -0.0041860465116279055, 'Number_of_regression': -0.01255813953488374, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': -0.0032558139534883735, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.006511627906976747, 'Cossim_model6': -0.005581395348837215, 'Norm_model6': -0.006046511627906992}",2025-02-15_18-48-29
mlp,"{'Maximum_duration_of_Visit': 0.08186046511627902, 'Number_of_Visits_per_character': 0.03953488372093017, 'Time_to_entry_saccade': 0.04465116279069763, 'Number_of_regression': 0.02976744186046505, 'extra_difficult_kanzi_words': 0.002790697674418574, 'Percentage_of_regular_difficulty_kanzi_words': 0.01767441860465111, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.05302325581395342, 'Cossim_model6': 0.03209302325581389, 'Norm_model6': 0.04511627906976736}",2025-02-15_18-48-29
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_18-48-29
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05255813953488373, 'Number_of_Visits_per_character': 0.0037209302325581285, 'Time_to_entry_saccade': 0.0032558139534883735, 'Number_of_regression': -0.00511627906976746, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010232558139534876}",2025-02-15_18-51-13
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-51-13
gb,"{'Maximum_duration_of_Visit': 0.07209302325581395, 'Number_of_Visits_per_character': 0.06418604651162792, 'Time_to_entry_saccade': 0.028837209302325584, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.007906976744186056, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.019534883720930218, 'Cossim_model6': 0.06418604651162792, 'Norm_model6': 0.06418604651162789}",2025-02-15_18-51-13
svm,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-51-13
knn,"{'Maximum_duration_of_Visit': 0.02976744186046514, 'Number_of_Visits_per_character': -0.0013953488372093093, 'Time_to_entry_saccade': -0.006046511627906992, 'Number_of_regression': -0.0065116279069767245, 'extra_difficult_kanzi_words': 0.00046511627906977717, 'Percentage_of_regular_difficulty_kanzi_words': 0.00046511627906975495, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.008837209302325589, 'Cossim_model6': 0.0018604651162790864, 'Norm_model6': -0.007441860465116279}",2025-02-15_18-51-13
mlp,"{'Maximum_duration_of_Visit': 0.06883720930232555, 'Number_of_Visits_per_character': 0.02651162790697672, 'Time_to_entry_saccade': 0.022325581395348813, 'Number_of_regression': 0.005116279069767393, 'extra_difficult_kanzi_words': 0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzi_words': 0.009767441860465098, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.020465116279069752, 'Cossim_model6': 0.013488372093023226, 'Norm_model6': 0.024651162790697633}",2025-02-15_18-51-13
nb,"{'Maximum_duration_of_Visit': 0.05906976744186043, 'Number_of_Visits_per_character': 0.009767441860465053, 'Time_to_entry_saccade': 0.002790697674418552, 'Number_of_regression': 0.018139534883720908, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': 0.0037209302325581064, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.008372093023255766, 'Cossim_model6': -0.005581395348837237, 'Norm_model6': 0.002325581395348797}",2025-02-15_18-51-13
model,PFI,Date
log,"{'Maximum_duration_of_Visit': 0.05302325581395351, 'Number_of_Visits_per_character': 0.0032558139534883514, 'Time_to_entry_saccade': 0.0027906976744185965, 'Number_of_regression': -0.00511627906976746, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0018604651162790642, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.00046511627906975495, 'Cossim_model6': 0.008837209302325589, 'Norm_model6': 0.010697674418604652}",2025-02-15_18-54-13
rf,"{'Maximum_duration_of_Visit': 0.0, 'Number_of_Visits_per_character': 0.0, 'Time_to_entry_saccade': 0.0, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.0, 'Cossim_model6': 0.0, 'Norm_model6': 0.0}",2025-02-15_18-54-13
gb,"{'Maximum_duration_of_Visit': 0.08186046511627906, 'Number_of_Visits_per_character': 0.04232558139534883, 'Time_to_entry_saccade': 0.02232558139534886, 'Number_of_regression': 0.0, 'extra_difficult_kanzi_words': 0.0, 'Percentage_of_regular_difficulty_kanzi_words': 0.0, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.006046511627907014, 'Cossim_model6': 0.05255813953488373, 'Norm_model6': 0.06883720930232562}",2025-02-15_18-54-13
svm,"{'Maximum_duration_of_Visit': 0.1283720930232558, 'Number_of_Visits_per_character': 0.09441860465116277, 'Time_to_entry_saccade': 0.08046511627906971, 'Number_of_regression': 0.09069767441860463, 'extra_difficult_kanzi_words': 0.0041860465116279055, 'Percentage_of_regular_difficulty_kanzi_words': 0.05720930232558139, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.08046511627906976, 'Cossim_model6': 0.09813953488372092, 'Norm_model6': 0.07627906976744185}",2025-02-15_18-54-13
knn,"{'Maximum_duration_of_Visit': 0.013953488372093004, 'Number_of_Visits_per_character': -0.007441860465116301, 'Time_to_entry_saccade': -0.0041860465116279055, 'Number_of_regression': -0.01255813953488374, 'extra_difficult_kanzi_words': 0.00046511627906975495, 'Percentage_of_regular_difficulty_kanzi_words': -0.0032558139534883735, 'Percentage_of_adnominal_modification_out_of_total_nouns': -0.006511627906976747, 'Cossim_model6': -0.005581395348837215, 'Norm_model6': -0.006046511627906992}",2025-02-15_18-54-13
mlp,"{'Maximum_duration_of_Visit': 0.07162790697674415, 'Number_of_Visits_per_character': 0.033953488372093, 'Time_to_entry_saccade': 0.024651162790697633, 'Number_of_regression': 0.009767441860465053, 'extra_difficult_kanzi_words': 0.0009302325581395099, 'Percentage_of_regular_difficulty_kanzi_words': 0.01023255813953483, 'Percentage_of_adnominal_modification_out_of_total_nouns': 0.02790697674418603, 'Cossim_model6': 0.019534883720930197, 'Norm_model6': 0.02744186046511623}",2025-02-15_18-54-13
